Loc ID,LOCATION,SIG_TYPE,YEAR,CNT_DATE,HOURS,NB_SB_ST,EB_WB_ST,COUNCIL_DISTRICT,PED_VALUE,VEH_VALUE,SB_VALUE,WB_VALUE,NB_VALUE,EB_VALUE,X_COORDINATES,Y_COORDINATES
9,Ararat & Eastwood Trfwy,TS,2018,01/23/2018 12:00:00 AM,5,ARARAT DR,EASTWOOD TFWY,CD5,20,3561,319,1169,0,2073,2787615.03,1042911.93
10,Armour & Broadway,TS,2018,09/13/2018 12:00:00 AM,12,BROADWAY BLVD,W ARMOUR BLVD,CD4,255,16702,8307,2307,6088,0,2763052.52,1054971.34
11,Armour & Gillham,TS,2019,09/05/2019 12:00:00 AM,12,GILLHAM RD,E ARMOUR BLVD,CD4,501,13407,6004,2436,2938,2029,2765710.76,1054835.37
14,Armour & Main,TS,2018,09/12/2018 12:00:00 AM,12,MAIN ST,ARMOUR BLVD,CD4,717,22366,8753,3913,7305,2395,2764380.63,1054899.09
15,Armour & Paseo,TS,2019,10/23/2019 12:00:00 AM,12,PASEO BLVD,E ARMOUR BLVD,CD3,119,7682,2292,1005,2336,2049,2769656.72,1054643.31
16,Armour & Troost,TS,2018,06/05/2018 12:00:00 AM,5,TROOST AVE,E ARMOUR BLVD,CD3,457,5871,1725,1054,1631,1461,2768343.56,1054698.62
17,Armour & Warwick,TS,2019,01/31/2019 12:00:00 AM,12,WARWICK BLVD,E ARMOUR BLVD,CD4,244,5306,503,2266,654,1883,2765055.84,1054867.79
18,Bales & 9th St,TS,2019,10/17/2019 12:00:00 AM,12,BALES AVE,E 9TH ST,CD3,69,4333,0,2202,159,1972,2777205.91,1068846.39
20,Baltimore & 11th,TS-CBD,2018,03/27/2018 12:00:00 AM,5,BALTIMORE AVE,W 11TH ST,CD4,712,1902,379,774,749,0,2764793.71,1068397.99
21,Baltimore & 12th,TS-CBD,2017,08/24/2017 12:00:00 AM,12,BALTIMORE AVE,W 12TH ST,CD4,2028,5985,401,0,1400,4184,2764781.91,1068073.69
22,Baltimore & 13th,TS-CBD,2017,08/30/2017 12:00:00 AM,12,BALTIMORE AVE,W 13TH ST,CD4,1069,4706,804,2656,1246,0,2764766.02,1067593.63
23,Baltimore & 14th,TS-CBD,2017,08/24/2017 12:00:00 AM,5,BALTIMORE AVE,W 14TH ST,CD4,640,2720,361,213,670,1476,2764743.24,1067088.2
24,Baltimore & 18th,TS,2017,11/08/2017 12:00:00 AM,5,BALTIMORE AVE,W 18TH ST,CD4,203,2137,833,700,603,1,2764663.74,1065109.24
26,Baltimore & Southwest Blvd at 19th,TS,2017,12/12/2017 12:00:00 AM,5,BALTIMORE AVE,W 19TH ST/ SOUTHWEST BLVD,CD4,156,3070,479,1377,95,1119,2764642.9,1064596.49
27,Baltimore & Truman N Dr,TS-CBD,2017,05/11/2017 12:00:00 AM,12,BALTIMORE AVE,TRUMAN RD_ND,CD4,322,6341,1240,4319,782,0,2764727.36,1066799.81
28,Baltimore & Truman S Dr,TS-CBD,2017,02/09/2017 12:00:00 AM,12,BALTIMORE,TRUMAN RD_SD,CD4,165,4981,563,2,751,3665,2764720.08,1066601.19
29,Baltimore/JC Nichols/Ward Pkwy S Dr,TS-PLZ,2019,10/29/2019 12:00:00 AM,5,BALTIMORE AVE/JC NICHOLS PKWY,WARD PKWY (SD),CD4,169,6221,1633,1239,88,3261,2763669.4,1046236.79
30,Bannister & Blue Ridge,TS,2017,10/12/2017 12:00:00 AM,5,BLUE RIDGE BLVD,E BANNISTER RD,CD5,35,17946,3933,5186,4065,4762,2786449.83,1014317.46
31,Bannister & Drury,TS,2019,04/03/2019 12:00:00 AM,5,DRURY AVE,E BANNISTER RD,CD5,60,9747,53,4785,270,4639,2781570.33,1014584.85
32,Bannister & Hillcrest,TS,2017,03/28/2017 12:00:00 AM,12,HILLCREST RD,BANNISTER RD,CD5,28,15189,1389,6354,1533,5913,2782467.87,1014520.54
33,Bannister & James A Reed,TS,2018,06/21/2018 12:00:00 AM,5,JAMES A REED RD,E BANNISTER RD,CD5,29,6722,933,2417,773,2599,2790401.59,1014088.37
34,Bannister & Marion Ridge,TS,2019,12/12/2019 12:00:00 AM,5,MARION RIDGE DR,E BANNISTER RD,CD5,18,10547,0,4771,1205,4571,2781150.89,1014602.96
35,Bannister & Raytown,TS,2018,03/08/2018 12:00:00 AM,5,RAYTOWN RD,BANNISTER RD,CD5,6,9014,2084,2585,1833,2512,2798351.01,1013678.1
37,Beacon & 63rd,TS,2019,09/03/2019 12:00:00 AM,12,BEACON DR,E 63RD TFWY,CD5,5,11136,0,6404,157,4575,2785587.81,1036584.45
41,Belleview & 45th,TS,2019,07/30/2019 12:00:00 AM,12,BELLEVIEW AV,W 45TH ST,CD4,53,10130,9000,591,0,539,2760784.17,1048473.94
42,Belleview & 47th,TS-PLZ,2018,08/02/2018 12:00:00 AM,12,BELLEVIEW AVE,W 47TH ST,CD4,128,12675,8963,2974,0,738,2760725,1047163.19
43,Belleview & 48th,TS-PLZ,2019,10/29/2019 12:00:00 AM,5,BELLEVIEW (ONE  WAY - SB),W 48TH ST (ONE WAY - EB),CD4,55,7122,6812,0,0,310,2760697.77,1046503.82
44,Belleview & Roanoke Pkwy,TS-PLZ,2019,10/29/2019 12:00:00 AM,5,BELLEVIEW AVE,ROANOKE PKWY,CD4,29,11156,8412,1545,0,1199,2760742.69,1047557.83
45,Belleview & Ward Pkwy (N Dr),TS-PLZ,2019,10/30/2019 12:00:00 AM,5,BELLEVIEW AVE (ONE-WAY SB),WARD PKWY_ND (ONE-WAY WB),CD4,12,11326,6497,4733,96,0,2760680.33,1045951.97
46,Belmont & Chouteau Trfwy,TS,2018,08/29/2018 12:00:00 AM,12,N BELMONT AVE,N CHOUTEAU TFWY,CD4,2,6793,284,3208,3301,0,2786112.59,1073487.19
47,Belmont & Truman,TS,2017,10/04/2017 12:00:00 AM,5,BELMONT AVE,E TRUMAN RD,CD3,51,6256,157,2415,132,3552,2785826.35,1065828.3
49,Bennington & Independence,TS,2018,07/25/2018 12:00:00 AM,12,BENNINGTON AVE,INDEPENDENCE AVE,CD3,35,10433,201,5330,454,4448,2787249.79,1069789.44
50,Bennington & Red Bridge,TS,2019,12/05/2019 12:00:00 AM,12,BENNINGTON AVE,E RED BRIDGE RD,CD6,56,5574,394,2581,374,2225,2784746.66,1003548.9
51,Bennington & Truman,TS,2019,12/03/2019 12:00:00 AM,12,BENNINGTON AVE,E TRUMAN RD,CD3,170,13408,982,6221,581,5624,2787128.31,1065788.42
54,Benton & 12th,TS,2019,04/18/2019 12:00:00 AM,12,BENTON BLVD,E 12TH ST,CD3,123,12273,4320,2851,3055,2047,2776088.98,1067575.63
56,Benton & 27th,TS,2017,06/28/2017 12:00:00 AM,12,BENTON BLVD,E 27TH ST,CD3,334,5794,1065,2017,1009,1703,2774800.83,1059690.45
57,Benton & 31st,TS,2017,10/25/2017 12:00:00 AM,5,BENTON BLVD,E 31ST ST,CD3,34,4131,403,1177,358,2193,2774698.94,1057062.34
58,Benton & 35th,TS,2017,03/16/2017 12:00:00 AM,5,BENTON BLVD,E 35 TH ST,CD3,41,1854,413,460,496,485,2775547.47,1054390.14
58,Benton & 35th,TS,2020,03/12/2020 12:00:00 AM,12,BENTON BLVD,E 35TH ST,CD3,72,3396,757,652,1017,970,2775547.47,1054390.14
59,Benton & 39th,TS,2017,07/20/2017 12:00:00 AM,12,BENTON BLVD,E 39TH ST,CD3,72,7523,1122,2066,1270,3065,2775443.88,1051771.53
61,Benton & 9th,TS,2017,03/15/2017 12:00:00 AM,5,BENTON BLVD,E 9TH ST,CD3,37,4215,1385,1028,1074,728,2776153.58,1068900.73
62,Benton & Blue Pkwy/Swope Pkwy,TS,2017,12/13/2017 12:00:00 AM,5,BENTON BLVD,BLUE PKWY,CD3,24,13055,1229,5814,936,5076,2776407.98,1044970.38
63,Benton & Brush Creek Blvd,TS,2019,02/12/2019 12:00:00 AM,12,BENTON BLVD,EMANUEL CLEAVER II BLVD,CD3,114,11223,1316,3618,1618,4671,2776750.93,1045721.16
64,Benton & Independence,TS,2017,04/19/2017 12:00:00 AM,5,BENTON BLVD,INDEPENDENCE AVE,CD3,104,9297,1045,4155,1070,3027,2776202.46,1070296.98
65,Benton/Agnes & Truman (3000 E),TS,2017,04/06/2017 12:00:00 AM,5,BENTON BLVD,E TRUMAN RD,CD3,25,7980,891,1795,2498,2796,2776031.33,1066039.81
66,Benton/Chestnut & Truman (2800 E),TS,2019,03/21/2019 12:00:00 AM,12,CHESTNUT AVE/ BENTON BLVD,E TRUMAN RD,CD3,61,8809,401,3784,650,3974,2774673.55,1066107.42
67,Benton/South Benton/Linwood (2900 E),TS,2018,08/09/2018 12:00:00 AM,12,BENTON BLVD/SOUTH BENTON,E LINWOOD BLVD,CD3,84,8658,895,3215,287,4261,2774669.49,1056403.05
68,Benton/Walrond & Linwood (3200 E),TS,2018,03/29/2018 12:00:00 AM,12,BENTON BLVD / WALROND AVE,E LINWOOD BLVD,CD3,157,6950,165,2431,872,3482,2775639.37,1056359.11
69,Blue Pkwy & Cleveland,TS,2017,04/12/2017 12:00:00 AM,5,CLEVELAND AVE,BLUE PKWY,CD3&4&5,104,15455,1922,6742,1822,4969,2777130.89,1044833.16
70,Blue Pkwy & Eastwood Trfwy,TS,2018,01/30/2018 12:00:00 AM,12,EASTWOOD TFWY,BLUE PKWY,CD5,8,23579,4470,8122,0,10987,2786190.9,1042377.11
71,Blue Pkwy & Elmwood,TS,2017,01/19/2017 12:00:00 AM,5,ELMWOOD AVE,BLUE PKWY,CD5,2,18025,2181,10431,310,5103,2779736.7,1044306.87
72,Blue Pkwy & Hardesty,TS,2019,06/25/2019 12:00:00 AM,5,HARDESTY AV/MANCHESTER TFWY,BLUE PKWY,CD5,5,15049,447,6586,572,7444,2782534.54,1044254.62
77,Blue Ridge Cutoff & Raytown,TS,2018,09/26/2018 12:00:00 AM,5,BLUE RIDGE CUTOFF,RAYTOWN RD,CD3,9,10224,3140,2711,2706,1667,2795426.54,1045063.21
78,Blue Ridge Cutoff & Sni-A-Bar,TS,2017,10/17/2017 12:00:00 AM,12,BLUE RIDGE CUTOFF,SNI-A-BAR-RD,CD3,61,10753,4095,199,3636,2823,2794275.76,1042999.24
79,Blue Ridge & 107th,TS,2017,02/14/2017 12:00:00 AM,12,BLUE RIDGE BLVD,E 107TH ST,CD6,124,13832,5034,1923,5940,935,2786507.47,1006356.96
80,Blue Ridge & 43rd,TS,2017,11/02/2017 12:00:00 AM,5,BLUE RIDGE BLVD,E 43RD ST,CD5,12,5296,1299,669,2208,1120,2806169.51,1047594.55
81,Blue Ridge & 47th,TS,2018,08/23/2018 12:00:00 AM,12,BLUE RIDGE BLVD,E 47TH ST,CD5,15,13409,3620,3489,4526,1774,2806184.95,1044964.32
82,Blue Ridge & 51st,TS,2016,12/13/2016 12:00:00 AM,5,BLUE RIDGE BLVD,E 51ST ST,CD5,18,4867,1910,548,2266,143,2805846.97,1042342.44
83,Blue Ridge & 79th,TS,2017,10/26/2017 12:00:00 AM,12,BLUE RIDGE BLVD,E 79TH ST,CD5,3,6897,2039,565,3822,471,2792686.69,1024622.53
84,Blue Ridge & 87th,TS,2018,06/28/2018 12:00:00 AM,12,BLUE RIDGE BLVD,E 87TH ST,CD5,20,8210,1791,1497,2249,2628,2788813.25,1019423.82
85,Blue Ridge & 99th,TS,2019,08/15/2019 12:00:00 AM,12,BLUE RIDGE BLVD,E 99TH ST,CD5,38,13451,6303,850,5602,696,2786356.25,1011683.78
86,Blue Ridge & Holmes,TS,2017,03/02/2017 12:00:00 AM,12,HOLMES RD,E BLUE RIDGE BLVD,CD6,8,14327,3778,4555,2478,3516,2764229.37,991497.47
87,Blue Ridge & James A Reed,TS,2018,12/20/2018 12:00:00 AM,12,JAMES A REED RD,BLUE RIDGE BLVD,CD5,9,9106,790,4159,1306,2851,2790692.45,1022427.33
88,Blue Ridge & Longview/115th,TS,2017,03/09/2017 12:00:00 AM,5,BLUE RIDGE BLVD,LONGVIEW RD,CD6,61,6660,2208,2082,1495,875,2784926.18,1000865.98
89,Blue Ridge & Red Bridge/111th,TS,2019,07/17/2019 12:00:00 AM,12,BLUE RIDGE BLVD,E 111TH/E RED BRIDGE RD,CD6,58,9333,2789,873,3968,1703,2786069.67,1003446.81
91,Blue River & Red Bridge,TS,2018,08/29/2018 12:00:00 AM,12,BLUE RIVER RD,RED BRIDGE RD,CD6,22,10214,523,3709,1113,4869,2769919.67,1004392.35
92,Broadway & 10th,TS-CBD,2018,04/04/2018 12:00:00 AM,12,BROADWAY BLVD,W 10TH ST,CD4,784,15519,6559,1334,6871,755,2763644.93,1068958.99
93,Broadway & 11th,TS-CBD,2019,06/04/2019 12:00:00 AM,12,BROADWAY BLVD,W 11TH ST,CD4,1271,16079,6213,3266,6110,490,2763627.12,1068457.42
94,Broadway & 12th,TS-CBD,2019,06/04/2019 12:00:00 AM,12,BROADWAY BLVD,W 12TH ST,CD4,849,20420,8178,0,9358,2884,2763615.62,1068128.81
95,Broadway & 13th,TS-CBD,2019,06/04/2019 12:00:00 AM,12,BROADWAY BLVD,W 13TH ST,CD4,395,18975,6869,2809,9292,5,2763602.86,1067647.03
96,Broadway & 14th,TS-CBD,2017,02/22/2017 12:00:00 AM,5,BROADWAY BLVD,W 14TH ST,CD4,57,10224,4490,0,4858,876,2763580.69,1067149.95
97,Broadway & 17th,TS,2017,09/07/2017 12:00:00 AM,5,BROADWAY BLVD,W 17TH ST,CD4,32,4417,2601,327,1089,400,2763523.62,1065484.3
98,Broadway & 20th,TS,2016,10/06/2016 12:00:00 AM,5,BROADWAY BLVD,W 20TH ST,CD4,68,7178,2173,786,2506,1713,2763467.78,1064168.55
99,Broadway & 31st,TS,2019,02/13/2019 12:00:00 AM,5,BROADWAY BLVD,W 31ST ST,CD4,47,16392,7160,3579,1979,3674,2763178.19,1057602.21
101,Broadway & 39th,TS,2017,05/30/2017 12:00:00 AM,12,BROADWAY BLVD,W 39TH ST,CD4,271,11906,4044,2325,2527,3010,2762933.65,1052334.99
102,Broadway & 47th,TS-PLZ,2018,06/13/2018 12:00:00 AM,5,BROADWAY BLVD,W 47TH ST,CD4,1171,7287,1111,2651,1546,1979,2762686.06,1047067
105,Broadway & 7th,TS-CBD,2019,06/04/2019 12:00:00 AM,12,BROADWAY BLVD,W 7TH ST,CD4,539,13579,5672,2522,5381,4,2763691.96,1070118.37
106,Broadway & 8th,TS-CBD,2019,06/04/2019 12:00:00 AM,12,BROADWAY BLVD,W 8TH ST,CD4,714,12204,6120,0,5226,858,2763679.62,1069806.68
107,Broadway & 9th,TS-CBD,2018,06/20/2018 12:00:00 AM,12,BROADWAY BLVD,W 9TH ST,CD4,1054,10672,2966,1798,5331,577,2763665.14,1069452.71
108,Broadway & Knickerbocker/36th,TS,2017,10/25/2017 12:00:00 AM,12,BROADWAY,KNICKERBOCKER PL,CD4,431,15157,9110,0,6047,0,2763031.36,1054511.48
109,Broadway & Linwood Blvd/33rd,TS,2018,03/01/2018 12:00:00 AM,5,BROADWAY BLVD,W LINWOOD BLVD,CD4,115,11609,4351,2102,4034,1122,2763110.72,1056266.28
110,Broadway & Pershing,TS,2014,11/12/2014 12:00:00 AM,5,BROADWAY ST,W PERSHING RD,CD4,24,5480,1008,2095,0,2377,2763372.56,1062035.7
111,Broadway & Southwest Blvd,TS,2017,04/20/2017 12:00:00 AM,5,BROADWAY BLVD,SOUTHWEST BLVD,CD4,66,11937,3214,2727,2798,3198,2763439.33,1063619.47
112,Broadway & Valentine,TS,2018,05/16/2018 12:00:00 AM,5,BROADWAY BLVD,VALENTINE RD,CD4,391,7510,3915,91,2926,578,2763005.86,1053980.74
113,Broadway & Westport,TS,2019,10/23/2019 12:00:00 AM,5,BROADWAY BLVD,WESTPORT RD,CD4,291,6284,3093,907,1445,839,2762999.2,1051079.01
114,Brooklyn & 12th,TS,2017,10/26/2017 12:00:00 AM,5,BROOKLYN AVE,E 12TH ST,CD3,101,3055,447,926,667,1015,2772807.55,1067721.15
117,Brooklyn & 25th,TS,2017,05/10/2017 12:00:00 AM,5,BROOKLYN AVE,E 25TH ST,CD3,18,1228,715,66,389,58,2772547.89,1061112.12
119,Brooklyn & 31st,TS,2017,11/01/2017 12:00:00 AM,12,BROOKLYN AVE,E 31ST ST,CD3,220,10527,1239,4565,780,3943,2772394.46,1057163.71
121,Brooklyn & 35th,TS,2018,04/11/2018 12:00:00 AM,12,BROOKLYN AVE,E 35TH ST,CD3,82,3078,638,477,524,1439,2772286.68,1054523.18
124,Brooklyn & Independence,TS,2018,06/05/2018 12:00:00 AM,12,BROOKLYN AVE,INDEPENDENCE AVE,CD3,242,12483,195,4631,365,7292,2772911.12,1070442.59
126,Brooklyn & Linwood Blvd,TS,2019,10/16/2019 12:00:00 AM,12,BROOKLYN AVE,E LINWOOD BLVD,CD3,117,8703,829,4011,446,3417,2772368.78,1056503.5
127,Brooklyn & Truman,TS,2017,05/31/2017 12:00:00 AM,5,BROOKLYN AVE,E TRUMAN RD,CD3,132,6276,850,1819,858,2749,2772749.51,1066199.06
128,Brookside & 49th,TS,2018,03/22/2018 12:00:00 AM,12,BROOKSIDE BLVD,E 49TH ST,CD4,354,14854,7791,0,5692,1371,2764597.64,1045672.16
129,Brookside & 51st,TS,2019,10/30/2019 12:00:00 AM,5,BROOKSIDE BLVD,E 51ST ST,CD4,216,7922,3239,850,3151,682,2764776.29,1044339.36
130,Brookside & 55th,TS,2019,07/31/2019 12:00:00 AM,12,BROOKSIDE BLVD,E 55TH ST,CD4,430,12329,5378,1543,4280,1128,2764623.95,1041706.6
131,Brookside & 57th,TS,2017,08/17/2017 12:00:00 AM,5,BROOKSIDE BLVD,E 57TH ST,CD4,250,12178,6249,225,5472,232,2764170.44,1040409.75
132,Brookside & 59th,TS,2017,05/23/2017 12:00:00 AM,12,BROOKSIDE BLVD,W 59TH ST,CD4&6,136,11730,6615,978,3837,300,2763634.38,1039106.65
133,Brookside & 63rd,TS,2017,01/25/2017 12:00:00 AM,12,BROOKSIDE BLVD,E 63RD ST,CD6,308,14541,4421,3564,3742,2814,2762722.84,1036779.94
134,Brookside & Volker/Ward Pkwy,TS,2019,05/01/2019 12:00:00 AM,12,BROOKSIDE BLVD,VOLKER BLVD,CD4,172,27331,7518,8591,5403,5819,2764476.89,1045968.75
135,Brookside & Ward Pkwy N Dr,TS,2019,10/29/2019 12:00:00 AM,5,BROOKSIDE BLVD,WARD PKWY_ND (ONE-WAY WB),CD4,36,11305,4817,0,6488,0,2764263.48,1046514.98
136,Brush Creek & Cleveland,TS,2018,08/14/2018 12:00:00 AM,5,CLEVELAND AVE,EMANUEL CLEAVER BLVD,CD3,31,7407,1083,2209,1458,2657,2777165.97,1045616.8
138,Brush Creek & Prospect,TS,2017,04/13/2017 12:00:00 AM,12,PROSPECT AVE,EMANUEL CLEVER II BLVD,CD3,72,8578,1776,2184,1751,2867,2773272.13,1046630.64
140,Brush Creek (46th) & Troost,TS,2019,08/07/2019 12:00:00 AM,12,TROOST AVE,BRUSH CREEK BLVD,CD3,108,7086,2095,508,3387,1096,2768023.01,1047524.37
141,Brush Creek (47th) & Oak,TS,2019,08/06/2019 12:00:00 AM,5,OAK ST,EMANUEL CLEAVER II BLVD,CD4,77,9474,791,3916,1564,3203,2765333.19,1046950.04
142,Brush Creek/46th & Paseo,TS,2018,03/07/2018 12:00:00 AM,5,PASEO BLVD,BRUSH CREEK BLVD,CD3,68,4267,1577,253,1640,797,2769338.65,1047461.55
143,Brush Creek/47th & Paseo,TS,2019,10/30/2019 12:00:00 AM,5,PASEO BLVD,EMANUEL CLEAVER II BLVD,CD3,55,12482,2036,4236,2483,3727,2769294.64,1046843.4
144,Brush Creek/Van Brunt & Elmwood,TS,2019,12/10/2019 12:00:00 AM,5,ELMWOOD AVE,EMANUEL CLEAVER II BLVD,CD3,9,5807,552,2484,1069,1702,2779783.31,1045473.25
146,Central & 11th,TS-CBD,2017,04/05/2017 12:00:00 AM,5,CENTRAL ST (ONE-WAY NB),W 11TH ST (ONE WAY WB),CD4,520,2874,3,1720,1149,2,2764028.58,1068437.67
147,Central & 12th,TS-CBD,2017,04/05/2017 12:00:00 AM,5,CENTRAL ST,W 12TH ST,CD4,1099,3887,0,0,953,2934,2764018.7,1068108.11
148,Central & 13th,TS-CBD,2017,03/01/2017 12:00:00 AM,5,CENTRAL ST,W 13TH ST,CD4,168,2553,0,1767,786,0,2763997.31,1067631.43
149,Central & 14th,TS-CBD,2020,01/22/2020 12:00:00 AM,12,CENTRAL ST,E 14TH ST,CD4,88,2728,0,259,1357,1112,2763978.16,1067124.59
153,Charlotte & 10th,TS-CBD,2017,12/20/2017 12:00:00 AM,12,CHARLOTTE ST,E 10TH ST,CD4,477,6987,1769,0,164,5054,2767759.26,1068827.48
154,Charlotte & 12th,TS-CBD,2017,10/05/2017 12:00:00 AM,12,CHARLOTTE ST,E 12TH ST,CD4,180,3313,889,0,1,2423,2767724.99,1067943.54
157,Charlotte & 22nd,TS,2018,09/05/2018 12:00:00 AM,12,CHARLOTTE ST,E 22ND ST,CD4,438,15669,2339,8799,0,4531,2767537.34,1063102.05
159,Charlotte & 27th,TS,2017,03/28/2017 12:00:00 AM,5,CHARLOTTE ST,E 27TH ST,CD4,23,3553,629,1545,0,1379,2767406.38,1060028.71
